album,artist,date,genre,name,score,tags,url
Song of Sage: Post Panic!,Navy Blue,2021-01-21T17:25:00-0500,hip hop,Navy Blue - Song of Sage: Post Panic!,7,navy blue | song of sage | post panic | album | 2020 | freedom sounds | rap | hip hop | abstract hip hop | 7/10 | review,https://www.theneedledrop.com/articles/2021/1/navy-blue-song-of-sage-post-panic
Drunk Tank Pink,Shame,2021-01-18T23:19:00-0500,rock,Shame - Drunk Tank Pink,6,shame | drunk tank pink | 2021 | album | dead oceans | rock | post-punk | 6/10 | review,https://www.theneedledrop.com/articles/2021/1/shame-drunk-tank-pink
Heaux Tales,Jazmine Sullivan,2021-01-22T19:27:00-0500,pop,Jazmine Sullivan - Heaux Tales,8,jazmine sullivan | heaux tales | ep | 2021 | rca | r&b | pop | 8/10 | review,https://www.theneedledrop.com/articles/2021/1/jazmine-sullivan-heaux-tales
Isles,Bicep,2021-01-25T23:03:00-0500,electronic,Bicep - Isles,5,bicep | isles | ninja tune | electronic | uk garage | uk bass | house | 5/10 | review | album | 2021,https://www.theneedledrop.com/articles/2021/1/bicep-isles
Plastic Beach,Gorillaz,2021-01-11T23:12:00-0500,pop,Gorillaz - Plastic Beach,9,gorillaz | plastic beach | album | 2010 | 2021 | redux | parlophone | damon albarn | pop | electropop | rap | alternative | 9/10 | review,https://www.theneedledrop.com/articles/2021/1/gorillaz-plastic-beach
evermore,Taylor Swift,2020-12-15T23:48:00-0500,pop,Taylor Swift - evermore,7,taylor swift | evermore | 2020 | album | republic | pop | indie folk | 7/10 | review,https://www.theneedledrop.com/articles/2020/12/taylor-swift-evermore
We Will Always Love You,The Avalanches,2020-12-16T23:51:00-0500,pop,The Avalanches - We Will Always Love You,5,the avalanches | we will always love you | 2020 | album | modular | pop | neo-psychedelia | plunderphonics | neo-soul | nu-disco | 5/10 | review,https://www.theneedledrop.com/articles/2020/12/the-avalanches-we-will-always-love-you
Man on the Moon III: The Chosen,Kid Cudi,2020-12-14T23:45:00-0500,hip hop,Kid Cudi - Man on the Moon III: The Chosen,7,kid cudi | man on the moon iii | the chosen | 2020 | album | republic | rap | hip hop | psychedelic | trap | 7/10 | review,https://www.theneedledrop.com/articles/2020/12/kid-cudi-man-on-the-moon-iii-the-chosen
Little Dominiques Nosebleed,The Koreatown Oddity,2020-12-04T22:48:00-0500,hip hop,The Koreatown Oddity - Little Dominiques Nosebleed,8,koreatown oddity | little dominique's nosebleed | 2020 | album | stones throw | rap | hip hop | abstract hip hop | jazz rap | 8/10 | review,https://www.theneedledrop.com/articles/2020/12/the-koreatown-oddity-little-dominiques-nosebleed
"pink, black, and orange in the corners.",lobsterfight,2020-12-03T15:33:00-0500,rock,"lobsterfight - pink, black, and orange in the corners.",7,lobsterfight | pink black and orange in the corners | 2020 | album | self-released | rock | lo-fi indie | emo | experimental rock | noise pop | 7/10 | review,https://www.theneedledrop.com/articles/2020/12/lobsterfight-pink-black-and-orange-in-the-corners
Nightmare Vacation,Rico Nasty,2020-12-07T21:43:00-0500,hip hop,Rico Nasty - Nightmare Vacation,7,rico nasty | nightmare vacation | album | 2020 | sugar trap | rap | hip hop | trap | hardcore hip hop | 7/10 | review,https://www.theneedledrop.com/articles/2020/12/rico-nasty-nightmare-vacation
Manger on McNichols,Boldy James &amp; Sterling Toles,2020-12-06T13:01:00-0500,hip hop,Boldy James &amp; Sterling Toles - Manger on McNichols,8,boldy james | sterling toles | manger on mcnichols | 2020 | album | collab | sector 7-g | rap | hip hop | gangsta | conscious | chamber jazz | 8/10 | review,https://www.theneedledrop.com/articles/2020/12/boldy-james-amp-sterling-toles-manger-on-mcnichols
Windswept Adan,Ichiko Aoba,2020-12-08T21:49:00-0500,other,Ichiko Aoba - Windswept Adan,9,ichiko aoba | windswept adan | adan no kaze | album | 2020 | hermine | other | singer-songwriter | chamber folk | ambient | 9/10 | review,https://www.theneedledrop.com/articles/2020/12/ichiko-aoba-windswept-adan
Doped Runner Verse,Them Airs,2020-12-10T19:36:00-0500,rock,Them Airs - Doped Runner Verse,7,them airs | doped runner verse | 2020 | album | rock | post-punk | 7/10 | review,https://www.theneedledrop.com/articles/2020/12/them-airs-doped-runner-verse
That's What They All Say,Jack Harlow,2020-12-12T22:41:00-0500,hip hop,Jack Harlow - That's What They All Say,4,jack harlow | that's what they all say | 2020 | album | atlantic | rap | hip hop | pop rap | trap | 4/10 | review,https://www.theneedledrop.com/articles/2020/12/jack-harlow-thats-what-they-all-say
El Último Tour del Mundo,Bad Bunny,2020-12-02T23:43:00-0500,hip hop,Bad Bunny - El Último Tour del Mundo,5,bad bunny | el ultimo tour del mundo | 2020 | album | rimas | rap | hip hop | latin | trap | reggaeton | 5/10 | review,https://www.theneedledrop.com/articles/2020/12/bad-bunny-el-ltimo-tour-del-mundo
Spirit World Field Guide,Aesop Rock,2020-11-19T23:10:00-0500,aesop rock,Aesop Rock - Spirit World Field Guide,7,aesop rock | spirit world field guide | album | 2020 | rhymesayers | rap | hip hop | abstract hip hop | 7/10 | review,https://www.theneedledrop.com/articles/2020/11/aesop-rock-spirit-world-field-guide
Good News,Megan Thee Stallion,2020-11-23T23:11:00-0500,hip hop,Megan Thee Stallion - Good News,6,megan thee stallion | good news | album | 2020 | 300 entertainment | rap | hip hop | trap | pop rap | southern | 6/10 | review,https://www.theneedledrop.com/articles/2020/11/megan-thee-stallion-good-news
K.G.,King Gizzard &amp; the Lizard Wizard,2020-11-24T22:20:00-0500,rock,King Gizzard &amp; the Lizard Wizard - K.G.,6,king gizzard | k.g. | album | 2020 | flightless | rock | psychedelic | psych | microtonal | 6/10 | review,https://www.theneedledrop.com/articles/2020/11/king-gizzard-amp-the-lizard-wizard-kg
Lesions of a Different Kind,Undeath,2020-11-18T10:08:00-0500,loud rock,Undeath - Lesions of a Different Kind,8,undeath | lesions of a different kind | 2020 | album | loud rock | metal | death metal | prosthetic | 8/10 | review,https://www.theneedledrop.com/articles/2020/11/undeath-lesions-of-a-different-kind
Magic Oneohtrix Point Never,Oneohtrix Point Never,2020-11-07T13:06:00-0500,electronic,Oneohtrix Point Never - Magic Oneohtrix Point Never,6,oneohtrix point never | daniel lopatin | magic oneohtrix point never | opn | 2020 | album | warp | neo-psychedelia | electronic | ambient | hypnagogic pop | concept | radio | 6/10 | review,https://www.theneedledrop.com/articles/2020/11/oneohtrix-point-never-magic-oneohtrix-point-never
Disco,Kylie Minogue,2020-11-10T22:39:00-0500,pop,Kylie Minogue - Disco,6,kylie minogue | disco | 2020 | album | bmg | pop | dance | 6/10 | review,https://www.theneedledrop.com/articles/2020/11/kylie-minogue-disco
Plastic Hearts,Miley Cyrus,2020-12-01T21:41:00-0500,pop,Miley Cyrus - Plastic Hearts,6,miley cyrus | plastic hearts | 2020 | album | rca | pop | pop rock | synthpop | 6/10 | review,https://www.theneedledrop.com/articles/2020/12/miley-cyrus-plastic-hearts
Origin of the Alimonies,Liturgy,2020-11-29T17:55:00-0500,loud rock,Liturgy - Origin of the Alimonies,8,liturgy | origin of the alimonies | 2020 | album | opera | ylylcyn | loud rock | other | black metal | modern classical | experimental | glitch | 8/10 | review,https://www.theneedledrop.com/articles/2020/11/liturgy-origin-of-the-alimonies
Sin miedo,Kali Uchis,2020-11-25T22:40:00-0500,pop,Kali Uchis - Sin miedo,7,kali uchis | sin miedo | 2020 | album | interscope | pop | neo-soul | reggaeton | latin | 7/10 | review,https://www.theneedledrop.com/articles/2020/11/kali-uchis-sin-miedo
Lamentations,William Basinski,2020-11-22T17:25:00-0500,other,William Basinski - Lamentations,7,william basinski | lamentations | 2020 | album | temporary residence | other | ambient | tape music | 7/10 | review,https://www.theneedledrop.com/articles/2020/11/william-basinski-lamentations
Extinction Level Event 2: The Wrath of God,Busta Rhymes,2020-11-05T23:00:00-0500,hip hop,Busta Rhymes - Extinction Level Event 2: The Wrath of God,6,busta rhymes | extinction level event | wrath of god | 2020 | album | rap | hip hop | east coast | apocalypse | 6/10 | review,https://www.theneedledrop.com/articles/2020/11/busta-rhymes-extinction-level-event-2-the-wrath-of-god
Starting Over,Chris Stapleton,2020-11-17T22:06:00-0500,other,Chris Stapleton - Starting Over,8,chris stapleton | starting over | 2020 | album | mercury nashville | other | country | 8/10 | review,https://www.theneedledrop.com/articles/2020/11/chris-stapleton-starting-over
Pluto x Baby Pluto,Future &amp; Lil Uzi Vert,2020-11-16T23:02:00-0500,hip hop,Future &amp; Lil Uzi Vert - Pluto x Baby Pluto,4,future | lil uzi vert | pluto | baby pluto | 2020 | album | collab | collaboration | atlantic | rap | hip hop | trap | 4/10 | review,https://www.theneedledrop.com/articles/2020/11/future-amp-lil-uzi-vert-pluto-x-baby-pluto
Crack a Light,Dope Body,2020-11-15T17:42:23-0500,rock,Dope Body - Crack a Light,6,dope body | crack a light | 2020 | album | drag city | rock | noise rock | post-hardcore | garage punk | 6/10 | review,https://www.theneedledrop.com/articles/2020/11/dope-body-crack-a-light
Pixel Bath,Jean Dawson,2020-10-30T17:25:00-0400,pop,Jean Dawson - Pixel Bath,7,jean dawson | pixel bath | 2020 | p+ | indie | pop | rap | 7/10 | review,https://www.theneedledrop.com/articles/2020/10/jean-dawson-pixel-bath
Pegasus,Trippie Redd,2020-11-02T23:34:00-0500,hip hop,Trippie Redd - Pegasus,1,trippie redd | pegasus | 2020 | tenthousand projects | album | rap | hip hop | emo trap | 1/10 | review,https://www.theneedledrop.com/articles/2020/11/trippie-redd-pegasus
Songs,Adrianne Lenker,2020-10-31T20:28:00-0400,other,Adrianne Lenker - Songs,8,adrianne lenker | songs | 2020 | big thief | solo | 4ad | album | other | singer-songwriter | folk | indie | 8/10 | review,https://www.theneedledrop.com/articles/2020/10/adrianne-lenker-songs
POST HUMAN: SURVIVAL HORROR,Bring Me the Horizon,2020-11-03T23:39:00-0500,loud rock,Bring Me the Horizon - POST HUMAN: SURVIVAL HORROR,8,bring me the horizon | bmth | post human | survival horror | 2020 | ep | sony | loud rock | alternative metal | 8/10 | review,https://www.theneedledrop.com/articles/2020/11/bring-me-the-horizon-post-human-survival-horror
Positions,Ariana Grande,2020-11-04T22:43:00-0500,pop,Ariana Grande - Positions,5,ariana grande | positions | 2020 | album | republic | pop | 5/10 | review,https://www.theneedledrop.com/articles/2020/11/ariana-grande-positions
"Song Machine, Season One: Strange Timez",Gorillaz,2020-10-26T19:17:00-0400,pop,"Gorillaz - Song Machine, Season One: Strange Timez",8,gorillaz | song machine | strange timez | 2020 | album | warner | pop | synthpop | rap | alternative | 8/10 | review,https://www.theneedledrop.com/articles/2020/10/gorillaz-song-machine-season-one-strange-timez
"Anime, Trauma and Divorce",Open Mike Eagle,2020-10-29T17:22:00-0400,hip hop,"Open Mike Eagle - Anime, Trauma and Divorce",6,open mike eagle | anime trauma divorce | 2020 | album | auto reverse | rap | hip hop | 6/10 | review,https://www.theneedledrop.com/articles/2020/10/open-mike-eagle-anime-trauma-and-divorce
Visions of Bodies Being Burned,clipping.,2020-10-27T23:19:00-0400,sub pop,clipping. - Visions of Bodies Being Burned,9,clipping | visions of bodies being burned | 2020 | album | sub pop | rap | hip hop | noise | horrorcore | experimental | industrial | 9/10 | review,https://www.theneedledrop.com/articles/2020/10/clipping-visions-of-bodies-being-burned
Burden of Proof,Benny the Butcher,2020-10-23T23:52:00-0400,hip hop,Benny the Butcher - Burden of Proof,7,benny the butcher | burden of proof | 2020 | griselda | rap | hip hop | east coast | gangsta | hardcore hip hop | 7/10 | review,https://www.theneedledrop.com/articles/2020/10/benny-the-butcher-burden-of-proof
DISCO4 :: PART I,HEALTH,2020-10-24T14:56:00-0400,electronic,HEALTH - DISCO4 :: PART I,6,health | disco 4 | 2020 | album | collaboration | collab | electronic | loma vista | electro-industrial | 6/10 | review,https://www.theneedledrop.com/articles/2020/10/health-disco4-part-i
New Beginnings,Reason,2020-10-15T23:29:00-0400,hip hop,Reason - New Beginnings,3,reason | new beginnings | 2020 | tde | top dawg | rap | hip hop | west coast | 3/10 | review,https://www.theneedledrop.com/articles/2020/10/reason-new-beginnings
Act II: The Patents of Nobility (The Turn),Jay Electronica,2020-10-16T23:31:00-0400,jay electronica,Jay Electronica - Act II: The Patents of Nobility (The Turn),4,jay electronica | 2020 | act ii | patents of nobility | the turn | tidal | roc nation | leak | rap | hip hop | abstract | 4/10 | review,https://www.theneedledrop.com/articles/2020/10/jay-electronica-act-ii-the-patents-of-nobility-the-turn
Róisín Machine,Róisín Murphy,2020-10-17T12:34:00-0400,pop,Róisín Murphy - Róisín Machine,5,roisin murphy | roisin machine | 2020 | loaded | pop | nu-disco | dance pop | 5/10 | review,https://www.theneedledrop.com/articles/2020/10/risn-murphy-risn-machine
Lament,Touché Amoré,2020-10-19T23:48:00-0400,loud rock,Touché Amoré - Lament,6,touche amore | lament | 2020 | epitaph | loud rock | post-hardcore | 6/10 | review,https://www.theneedledrop.com/articles/2020/10/touch-amor-lament
"Streams of Thought, Vol. 3: Cane and Abel",Black Thought,2020-10-20T23:51:00-0400,hip hop,"Black Thought - Streams of Thought, Vol. 3: Cane and Abel",7,black thought | streams of thought | cane & abel | republic | rap | hip hop | conscious | 7/10,https://www.theneedledrop.com/articles/2020/10/black-thought-streams-of-thought-vol-3-cane-and-abel
My Agenda,Dorian Electra,2020-10-22T16:49:00-0400,pop,Dorian Electra - My Agenda,8,dorian electra | my agenda | 2020 | album | self-released | pop | bubblegum bass | industrial | brostep | trap | hyperpop | 8/10 | review,https://www.theneedledrop.com/articles/2020/10/dorian-electra-my-agenda
Van,Clown Core,2020-10-14T23:24:00-0400,other,Clown Core - Van,7,clown core | van | 2020 | self-released | other | cybergrind | avant-garde jazz | noisecore | drum and bass | 7/10 | review,https://www.theneedledrop.com/articles/2020/10/clown-core-van
Ohms,Deftones,2020-10-01T23:04:00-0400,loud rock,Deftones - Ohms,3,deftones | ohms | 2020 | album | reprise | loud rock | alternative metal | 3/10 | review,https://www.theneedledrop.com/articles/2020/10/deftones-ohms
The Ascension,Sufjan Stevens,2020-10-02T22:07:00-0400,pop,Sufjan Stevens - The Ascension,6,sufjan stevens | the ascension | 2020 | album | asthmatic kitty | pop | indietronic | art pop | 6/10 | review,https://www.theneedledrop.com/articles/2020/10/sufjan-stevens-the-ascension
Mouth Dreams,Neil Cicierega,2020-10-05T23:11:00-0400,other,Neil Cicierega - Mouth Dreams,4,neil cicierega | mouth dreams | 2020 | album | self-released | mashup | other | novelty | meme | 4/10 | review,https://www.theneedledrop.com/articles/2020/10/neil-cicierega-mouth-dreams
Spilligion,Spillage Village,2020-10-06T23:14:00-0400,hip hop,Spillage Village - Spilligion,5,spillage village | spilligion | 2020 | album | dreamville | jid | earthgang | rap | hip hop | neo-soul | 5/10 | review,https://www.theneedledrop.com/articles/2020/10/spillage-village-spilligion
Savage Mode II,21 Savage &amp; Metro Boomin,2020-10-07T23:17:00-0400,hip hop,21 Savage &amp; Metro Boomin - Savage Mode II,7,21 savage | metro boomin | savage mode 2 | 2020 | album | collab | epic | rap | hip hop | trap | 7/10 | review,https://www.theneedledrop.com/articles/2020/10/21-savage-amp-metro-boomin-savage-mode-ii
THE ALBUM,BLACKPINK,2020-10-08T22:21:13-0400,pop,BLACKPINK - THE ALBUM,6,blackpink | the album | 2020 | yg entertainment | pop | k-pop | rap | 6/10,https://www.theneedledrop.com/articles/2020/10/blackpink-the-album
Ultra Mono,Idles,2020-09-30T22:50:00-0400,rock,Idles - Ultra Mono,8,idles | ultra mono | 2020 | album | partisan | rock | post-punk | 8/10 | review,https://www.theneedledrop.com/articles/2020/9/idles-ultra-mono
Nectar,Joji,2020-09-28T23:44:00-0400,pop,Joji - Nectar,6,joji | nectar | 2020 | album | 88rising | pop | alternative r&b | 6/10 | review,https://www.theneedledrop.com/articles/2020/9/joji-nectar
Apple,A. G. Cook,2020-09-21T23:29:00-0400,electronic,A. G. Cook - Apple,5,ag cook | a. g. cook | apple | 2020 | album | pc music | electronic | pop | electropop | bubblegum bass | deconstructed club | 5/10 | review,https://www.theneedledrop.com/articles/2020/9/a-g-cook-apple
Protean Threat,Osees,2020-09-24T16:34:00-0400,rock,Osees - Protean Threat,6,osees | oh sees | 2020 | protean threat | album | castle face | rock | psychedelic | garage punk | 6/10 | review,https://www.theneedledrop.com/articles/2020/9/osees-protean-threat
Virgo World,Lil Tecca,2020-09-22T23:32:00-0400,hip hop,Lil Tecca - Virgo World,3,lil tecca | virgo world | 2020 | album | republic | rap | hip hop | pop rap | dancehall | 3/10 | review,https://www.theneedledrop.com/articles/2020/9/lil-tecca-virgo-world
Shore,Fleet Foxes,2020-09-27T23:40:00-0400,other,Fleet Foxes - Shore,7,fleet foxes | shore | robin pecknold | 2020 | album | anti | folk | indie | other | chamber pop | singer-songwriter | 7/10 | review,https://www.theneedledrop.com/articles/2020/9/fleet-foxes-shore
Notre​,Klô Pelgag,2020-09-25T21:37:00-0400,pop,Klô Pelgag - Notre​-​Dame​-​des​-​Sept​-​Douleurs,7,klo pelgag | notre dame des sept douleus | 2020 | album | secret city | pop | art pop | nouvelle chanson | 7/10 | review,https://www.theneedledrop.com/articles/2020/9/kl-pelgag-notre-dame-des-sept-douleurs
Inner Song,Kelly Lee Owens,2020-09-11T22:22:00-0400,electronic,Kelly Lee Owens - Inner Song,6,kelly lee owens | inner song | 2020 | smalltown supersound | electronic | ambient pop | techno | 6/10 | review,https://www.theneedledrop.com/articles/2020/9/kelly-lee-owens-inner-song
Zeros,Declan McKenna,2020-09-12T22:24:00-0400,rock,Declan McKenna - Zeros,5,decaln mckenna | zeros | 2020 | album | tomplicated | rock | glam | 5/10 | review,https://www.theneedledrop.com/articles/2020/9/declan-mckenna-zeros
From King to a GOD,Conway the Machine,2020-09-14T22:44:00-0400,hip hop,Conway the Machine - From King to a GOD,8,conway the machine | from king to a god | 2020 | album | griselda | rap | hip hop | east coast | 8/10 | review,https://www.theneedledrop.com/articles/2020/9/conway-the-machine-from-king-to-a-god
Moonchild,NIKI,2020-09-15T22:37:00-0400,pop,NIKI - Moonchild,5,niki | moonchild | 2020 | album | 88rising | pop | electropop | r&b | 5/10 | review,https://www.theneedledrop.com/articles/2020/9/niki-moonchild
American Head,The Flaming Lips,2020-09-16T22:49:00-0400,pop,The Flaming Lips - American Head,8,flaming lips | american head | 2020 | warner | pop | neo-psychedelia | dream pop | 8/10 | review,https://www.theneedledrop.com/articles/2020/9/the-flaming-lips-american-head
Shabrang,Sevdaliza,2020-09-17T22:56:00-0400,pop,Sevdaliza - Shabrang,8,sevdaliza | shabrang | 2020 | album | twisted elegance | pop | art pop | trip hop | alternative r&b | 8/10 | review,https://www.theneedledrop.com/articles/2020/9/sevdaliza-shabrang
